idx,BKS,VBF,PIP,VFY,WJZ,FJJ,IYB,BHM,SWA,AZE,HLJ,ZMT,FZK,PCW,UPL,BWV,SYQ,ZNO,YTP,YWM,MHI,RKP,LSI,DZZ,BHT,target
867,-0.9372944421607848,0.9902149465340493,-0.3790636298864701,-1.8655076938385946,5.732444280993321,-0.3362800806913855,-0.9181732115845849,0.030174358942682163,B,-1.933244615628189,-1.5286395088847151,B,3.886422623318855,4.01292698470781,4.032826226108909,F,3.932495028182255,7.674648169640468e-4,5.065444653250877,0.5771288073684673,B,7.924441689286009,O,3.188854430968375,-1.7715561849624846,1.9067255400240757
868,-1.4160844389165745,-1.8141176681770819,-3.281604003112738,-2.8328807004796337,5.7657693477968515,-0.599254801842618,-1.5077839834659104,0.13557670439907496,B,-0.3066745682171693,-0.33061291387294833,B,3.2442857357982122,2.0447470834983865,5.114679596296858,I,5.019804891821171,0.08256491441080373,6.1251748593525495,0.1977338556801653,A,7.5376238358097005,A,3.459599987252049,0.6090112324837106,2.204654770919369
869,-2.595089712424346,-0.4692826025439699,-2.6371662852984183,-0.029138596486113055,5.347995143219761,-0.37389859302702916,-0.2700040846531127,0.06690801841551489,B,0.4562265292942555,-0.21838553193025945,C,2.86526989716734,2.007628056836513,4.363458600489583,E,4.946907097081792,0.051026998203848546,4.980957083405572,0.3597989672136669,C,7.674013145093202,H,3.4506020600565903,0.7220265441073115,4.086899257697108
870,-2.389696574842207,0.6822796003452332,-0.7727648998123116,-1.339244084430265,4.277569037985876,-0.30115531149729285,-0.20089527795953538,0.06377916411708766,B,0.004076779789572767,-1.0065598458031026,B,2.9749561430516267,0.9379025397678371,4.127613949751951,H,4.912799289479648,0.04906669461257854,5.576498379100764,0.06402118381032082,A,7.657991103824953,K,3.641033095478073,-2.5259634028036837,2.262480158759944
871,-0.5790645972642986,0.2892124693704374,9.440335014924923,-2.9212083615562072,4.110925563481824,-1.4528857716048567,0.7341054538053946,0.2064363581325361,B,-1.5538193233489779,-0.6465542598302915,C,3.2798222708365867,5.064482612403054,4.287182530193217,I,3.96469757464341,0.07712849114875521,5.063943969351344,0.06812496027809489,B,7.4571097124616905,N,3.6958392577870622,-1.9763598806310883,2.0287440616534953
872,2.188268584938033,0.8514209292816809,-1.9162844323266661,-0.0703934321985249,7.29934026992758,0.7467526070898671,0.2944195373484162,0.13355674037954393,A,-0.530063717819106,-1.0645079312481238,A,2.9018766501278037,1.0975485794553221,4.909494895284647,H,3.0308063836912873,0.046630146945088075,5.197515570017124,0.23986865487701187,A,7.6656655269534415,J,3.5577232964378442,2.5266387681775044,3.1180969483262126
873,-1.4211077922422435,0.796176520194047,2.4872372389582935,-1.346648798532493,11.263059458637809,-0.3638110799837455,-0.8649948012928772,0.13102819687751432,A,0.2961558057521041,1.1516190849321253,A,2.2203483824335577,1.9703974305460845,5.202556289959814,E,1.8921229868861151,0.20959929887008533,6.521084141261832,0.045871359093261156,B,7.134514663060634,G,5.634985607863911,-3.0502285650494176,1.8427461615524603
874,-1.7747265442986744,1.0146861506698113,0.5945557273536712,0.16761523537308132,8.962043781537973,0.8930394843287088,1.3767355939514239,0.4596326267628182,A,1.0539295874500134,1.790557958900637,D,2.357942047757034,1.054388597836511,6.431795953346907,D,5.046716180593034,0.4592588120977083,5.8307213907820366,0.0019056008384962311,B,7.026803461257277,J,6.734731963455553,3.6431693256899105,1.8386168643572267
875,-0.40995367469888006,-0.23742307388350847,-1.2367602480378945,-2.292336571017008,5.627130469135104,-0.22861063038999924,-0.6987608028948875,0.15745206517124963,B,-1.2706245422172167,-0.7802515643490116,B,3.495702077367011,3.050379310962798,4.132710287739532,H,4.93969364796137,0.03180402041200482,5.4725762075146065,0.2621560684312491,A,7.728676580008406,L,3.388097972778052,-2.07080808576408,2.3373225427858815
876,-0.649581405738188,-1.6436722835756339,-1.955475141792346,-1.784055838714089,7.784390098934651,-1.0004071990171903,-0.9691113116117654,0.05160639156022664,A,-0.3922582299660061,-0.6499914879772749,C,3.5740056537825455,3.097773482513022,4.03708724181168,H,3.0441360872831553,0.01498265411206726,5.065964310111285,0.5345465965076602,B,7.812152761406009,D,3.2035985111399707,-0.37100435846984375,2.5786233772294165
877,-1.8780139489677978,-0.16528297640914727,-0.629176286288282,-3.0132383796838953,6.259622535704846,-0.22276971439949986,-2.3324594515915034,0.015612375324335626,A,-2.463762433312982,-0.7058913507854514,B,4.756444184426503,4.95603352069248,4.033779497962701,A,2.0263185924302003,5.110801812593158e-4,5.4077336959193065,0.6338886270986178,C,7.926326635317568,H,3.181790589220827,0.9425595382253557,1.8663709545541682
878,4.465595137057077,0.7116869005407725,3.8801593012660742,-1.6740429434809911,1.9855464662020683,1.4385666276979834,0.09233989415172476,0.2055340073116244,A,0.3438733574279341,-0.879164235294868,A,2.8270036552037,2.0038203865360606,6.688527544056223,C,2.012981239961583,0.0683621231038197,5.151738613382458,0.06624557795374907,A,7.457513629468453,A,4.716209877899165,-2.2579044597279125,2.2661109281395992
879,0.07327560501189764,1.348685023310557,9.131606897963456,-0.9906936134754016,7.993153886603219,-0.605944354516895,0.8567156665400131,0.19257675338116276,B,0.8492669895625784,0.5046579386423609,A,1.9286753213107644,4.958461457954579,6.129944674170529,F,1.978156963350575,0.3115383538977632,5.289646064990257,0.007018442725265359,C,7.0961425474181885,H,6.707751755264564,12.540687793395161,4.3626363872455
880,-3.7486666905707597,0.3094624069539981,-2.8024400824723257,-1.9406126511611899,2.27728131050274,-1.4399517163417328,0.11345077381241425,0.17131724780358196,A,-0.3937285525009198,-1.5125208612852836,B,3.2405660022620735,2.998212972958082,4.031705673376927,I,4.05039718065567,0.015214910419766626,4.909509453900418,0.14151038916353506,B,7.832213972741884,J,3.186316123768311,-0.015591211712724555,3.3929690758126663
881,-0.43119350365397147,-1.603650401081552,-1.5788856520801189,0.1194845937086011,3.8438072788883066,1.0622734422540097,-0.3780862051650472,0.12485881335490555,B,1.378237494928644,0.23170010322322868,E,2.9249645004336706,3.005894104250271,4.496970128794331,E,2.9078096024827675,0.1388025772654566,5.55670210021919,0.1911493313134686,A,7.367036219953633,F,4.397241256068401,-0.9404034996189143,2.430636559600749
882,-1.380840233349087,0.5339183227997647,1.860196275837097,-0.30787319161997173,13.526620587117392,0.12088415503300041,-0.9827096122958463,0.11577913342818313,A,0.5717939439150582,1.134884807985412,C,2.7556866485991858,3.0082955606225377,4.131423981808614,C,3.000491722027986,0.10006467701903085,5.8404930808210365,0.10425721051988181,B,7.436779223121307,H,4.904264335183175,-2.3382952710590295,3.6323791257934444
883,-1.0571071162860708,0.8984686957727452,-0.03980028037580267,-2.6673324494798276,6.521270528327416,-0.18179201233964318,-1.177113652445732,0.1818757211859762,B,-1.007631543076236,-0.5241850254194846,A,3.5292506097475234,4.957242167449925,4.055712198036278,F,5.010872372181485,0.037083446081139344,5.9637602079153735,0.05074785493862276,A,7.686399933300589,I,3.528418335800854,-2.8948094400656226,3.8788013226668587
884,0.7349105973835076,-1.2427538196075656,-1.6747137603561575,0.24906709049758646,-2.666199744174505,1.2427126186929092,0.7112645174146127,0.049816605758314286,B,0.33687041450513733,-0.47094020493970257,E,3.0869269716100107,4.004278474199312,4.744024826236235,E,2.026565243388126,0.13354172802016692,5.571433023024429,0.32496596429925484,A,7.2831561215492675,I,4.884745299041016,-3.377503806931352,2.0062863176615373
885,-3.099836039488605,-1.0705239931219468,-3.101784974810823,-1.3757387467912445,1.3769932087506564,0.8744980235648935,0.08922038348898795,0.011451492664391912,A,-0.540980363047524,-1.897579140750018,D,3.892712622019838,3.9839116810890833,4.35968440524206,H,4.958295136916921,0.013789995565321593,4.724225462977996,0.37438407247011646,A,7.878260511512819,J,3.199559397725297,3.594217587500168,4.429785051378371
886,-1.7242756535544548,-0.47670172914956305,0.009076499355233088,-2.36373917128849,5.020582261073129,-0.5112077524778084,-1.216956406029409,0.015161569837458219,A,-0.26348025897417415,-1.2623805127523846,D,3.6554323560279713,1.0468618840740482,4.034699924712556,H,2.064328857362573,0.004293949692107669,5.759907174845138,0.2564463655305717,A,7.907881092008743,J,3.1960001244032465,-3.266519267204787,3.92384745667226
887,2.3911572697791197,-0.7492722668844588,-3.2260702513526254,-2.171216604630568,1.2475730024917517,-0.6486085087181546,0.0011205214484673114,0.006299765483616055,A,-1.5710666455171944,-1.8639745603077884,B,3.6171287465867956,3.0093370276903006,4.071982491305782,H,2.0345867202835204,0.0157197289746212,5.057309370413306,0.6535563515169058,B,7.845812511969558,I,3.2104283969088767,0.6774857492848844,1.8420295278175662
888,-1.478239444166661,-1.3761682656266192,1.5856274434375295,-2.033171577439037,4.893507698000976,0.7205326067543009,-1.414530651806487,0.025660714125168342,A,-1.2976426646869752,-1.0752850456540433,C,4.436449909623195,4.058758090046649,4.031848256773862,E,3.010785872756065,0.004135317201555347,5.822246223915954,0.6111503843360925,A,7.889031631693155,G,3.187961959656037,0.4201423832060715,2.007947735823106
889,4.280016227594628,2.234783708542967,-3.386370269924994,-2.808550925572314,9.43842180897628,-1.7595813622970256,-0.12838791852519138,0.4194024613088769,A,-1.4190845339122553,0.49833858359997274,A,2.6592350297254312,1.994279756995919,4.0681704223434485,C,5.998942151418488,0.06857648452683664,5.462209257774517,0.09549155916756685,C,7.471920002709652,H,4.146691924962115,-1.0715742814879041,2.4641851399415984
890,-1.2101410587879395,-0.21001820236212881,2.813448497098229,-1.2546187804048052,8.00732186303304,0.13230749227230984,1.2657804698015325,0.2998378743004272,A,-0.4861757607630262,0.13535508839919222,D,3.2372914758819626,2.991410635023753,4.059702496244779,F,2.9876449880995564,0.1085213431927674,5.274577047011324,0.11668290035739427,A,7.316008038099292,J,4.914065560596439,6.4561562002758794,2.918807191097086
891,-1.3835391847580585,0.026377668160296002,5.308513283756055,0.21257242813660682,5.944832618828499,0.5621013214876912,0.7199732595190887,0.14310388470277977,A,-0.2939502204983808,-0.11780229739751764,B,2.719531925220524,3.029213683460178,4.400233086424624,F,4.006825242974062,0.09588169707216089,5.6766738111327895,0.36806805052040154,A,7.412140285708789,L,4.142189177266278,-2.0742858946067617,1.9284274308829168
892,-1.7174998517863638,-0.2232704795613723,1.3656517628062441,-1.804683256570295,-5.622664167663744,1.1966899809821676,0.08201255401240962,0.10279614413104435,B,0.7575902180118526,-1.352402169256199,E,3.282964955879257,4.9452749186698055,4.192463934036367,A,3.0307337025000542,0.014250220348178437,4.810649108581221,0.21915334126650587,A,7.800708446214402,G,3.200966095065234,15.196741802351491,1.947878716894657
893,-3.479122037753037,1.205463769991617,-1.9846525187811868,-1.1996123327882562,2.5418000441619757,-0.17810728824802255,0.1607707944258772,0.044572030749751204,A,0.07355654153722802,-0.8875948389765201,B,2.6016250614472702,3.0028123688371373,4.853185210903505,G,3.9598771011885154,0.05803448290056543,5.744441635464017,0.07337446507496893,B,7.574784200431859,J,3.728846547107165,2.5116655541651274,1.9195598801592002
894,-3.8322828247285448,1.149334273114564,-1.8084580783150412,-1.9935034661771027,5.511243849925327,1.487418881371038,-0.12683921405979098,0.21999514633563083,B,0.09765413569342773,1.189254234223359,C,2.911120670704877,1.0224366772599218,5.91218163506989,A,5.0287142712686626,0.19527064625522222,5.537946332262629,0.03378890408973067,B,7.202103442192241,H,5.25062851110372,-0.306793185837715,2.793830707904827
895,-2.0477390517632936,0.6797202120089804,3.320382248784728,-0.3649952718371572,7.32856304118412,-0.6380452162882775,0.611537601329473,0.22494398092698614,B,1.1496422789085794,0.3001314397170696,D,2.212232087478419,2.0303139874931575,5.088569011733187,H,4.947427697692369,0.11564894227995733,4.993467287498072,0.03121710513404296,B,7.260940686177325,K,5.948068723192581,10.996144984461154,2.016377667160458
896,1.5509590833094113,0.5396108627581011,-1.9907264155209439,-2.70805837704208,4.322729905929379,-0.32687286491018924,-2.229050696506329,0.008305785158504593,B,-0.06941329086610291,0.048033371251404514,B,3.012933942893292,0.9949541424916112,4.659724429704252,C,3.015152468569841,0.02125895361591228,6.800641314677333,0.16798974033322583,B,7.778762288846967,D,3.3852412254959465,8.38084453519166,1.8440037414732784
897,-1.78192934724979,-1.0207004145420984,0.007455632563099224,-1.5248908451361178,8.383032162674178,-0.2516820554231683,-0.07927944418020763,0.41283209344656785,A,0.11562372945804007,0.5298347808352051,B,2.9342979372319213,5.10372894426123,5.168932069604101,G,3.940423308140068,0.1663819612368224,5.061633245201785,0.14538781952144575,B,7.279790146492913,B,5.608998972215131,0.761142159987791,2.3502668635825796
898,-2.3920398564224046,0.9451378688600767,1.083240592694796,0.4801999521171241,-0.2499361107676954,0.5415150248691809,1.966665101229376,0.5440347725096304,B,-0.14953427141582307,0.137716264438673,A,2.1582615589122076,4.952178965183902,6.5705808394726635,H,1.9314500366843363,0.42914759657945406,5.381325551478317,0.05928028917775791,C,7.0315158263361734,K,6.8195711139722,-2.809557000594579,1.8524794181119821
899,-0.5960524664752549,-0.5527442667565597,-3.1258312509471615,-1.8364177455798425,7.838815786951059,-1.2936705665343475,2.0590908656403015,0.6341677212180667,B,-0.12006350804385439,1.5611221550406684,E,2.2734799537629558,4.990406491812007,6.829374287946938,J,1.9842928488376184,0.5132275633970431,5.596142057418123,0.01680064176878499,C,7.032862216358716,N,6.924252841019195,-2.9003777834392643,1.9185553389332761
900,-2.1243700937165135,-0.3989512940477403,0.6057841044701768,-1.008676490580812,3.0725666939137453,0.016711740052427905,0.404103937075854,0.2737372437603784,B,0.43987511902285226,0.9780660947316357,E,2.787017194791147,5.052123977026744,4.4535735352179024,F,5.955386668076447,0.2909507910383232,6.261889285844878,0.02563320221703507,B,7.066118049915502,H,6.410536844034405,-2.871527786628273,1.852718957144519
901,2.207800519098907,-0.11260310944244481,-2.749621613260278,0.07611412539555285,0.6336789377156808,0.14300218442833132,-0.00422217051070784,0.021629280963117645,A,-0.5727567109877847,-2.3989598498150815,A,3.3560734663859804,5.014589194861536,4.146193011945661,I,2.9972914668886945,0.020871859541120027,5.218307861177548,0.29564223911625015,A,7.736620281141404,H,3.273429928562538,0.09645638813086452,4.675580313695207
902,0.4110025200672708,0.9832044845094985,-3.6795629339777616,-2.3029147340201908,1.3839295559970184,-0.46409365932851393,1.512253612909904,0.10879550200564259,A,-1.058814455586909,-1.3345945195376705,B,2.979692984574909,1.8588464391174404,4.207838498037271,E,4.948640997687064,0.022882407457797845,4.641668657939663,0.24919741792221312,B,7.71211598273114,M,3.416646854160576,-0.6505109648256692,2.7508160491561315
903,-1.480461891976585,-0.11317735481122809,-0.07488403836619928,-1.528593202187232,8.54596846831163,-1.497677596401714,0.25058521266516653,0.8625416570739135,B,0.06863870775633912,2.1737872061326535,E,2.1688590196216957,5.081684542796575,6.046707478745243,H,0.9760689696127299,0.3308804000708115,5.7430907501843675,0.07448282367419812,C,7.08914131930097,L,6.372511511571837,-2.4940758082195384,2.7272941990773276
904,0.5051959645039154,0.4768760240976409,-3.9692422102727982,-0.6447876832713343,12.11804419630621,1.675003085574807,-1.4802005264394669,0.26628841260773434,B,-1.1817397848277256,0.8918117965472061,B,3.6412927817489855,3.0880211934050648,4.382652298969364,B,3.0661763270576263,0.0458711947390264,5.965137486439651,0.32867721217058554,A,7.638872365504857,L,3.3162646851936497,1.4204018762525024,1.9729171996567634
905,-1.6990473948742526,-0.7241889508400217,10.892175967550838,-1.8221372255255461,2.160900577224154,-0.2449225705964135,-1.77883089453176,0.05506396864479563,B,1.0972670328352092,-1.2744943011580372,C,3.1678801012107907,3.1988553492495297,4.405467233811475,H,2.0372160065715983,0.015583600624236861,5.458403075171155,0.09516133612716102,A,7.785494238959678,A,3.411393621094433,6.079537241512291,2.694692514484754
906,4.552108141731673,-0.8093427867060263,3.4077305741034,-0.2655605396072418,9.916961510324459,-0.8698434974816662,0.05074963117394617,0.3056802597667786,A,2.054992082335738,0.6461843393291246,D,2.151719275335491,1.9312306608407857,5.486121757705732,H,4.976683710520879,0.17585265212007306,4.8146357640035475,0.041494167160641644,C,7.194967575072769,A,5.302100800717057,-0.7665802776514202,2.9855297521432322
907,-2.7471549556532016,-0.9847845773534178,-0.3722353674994861,-2.8429299553326572,4.900944452391656,-1.5221984039282317,0.4846010083615447,0.17265394100182083,A,-1.2046061422695393,0.03476045990003346,B,3.062610864742766,2.0556118784717867,6.121180378296802,J,0.9374990157613017,0.1792948354543304,6.041004633990732,0.08977601092286203,C,7.22997371565886,H,5.295423677343488,-1.8575347545822412,3.5072624636427747
908,3.242413264737384,-1.6357206567365623,2.156372757319573,-1.4947430805770479,3.809171784127408,-1.0872657663931313,0.9278602796979779,0.3091827028398673,A,-2.140443254812214,-1.012744882780772,A,4.370398958556853,2.9808815645110514,4.11662382520679,J,1.0318702099774906,0.0887773108057476,4.855455117583562,0.1731894969028205,C,7.450512401351235,J,3.9359471927959104,-3.1987703749352643,1.9783479666703367
909,0.9092524308025388,0.24089102159373438,6.272399954368654,0.46433270761235046,11.94476940592461,0.3853569722801046,0.4038451342775466,0.2108363627648586,B,1.0118676176272217,1.1557277134219617,B,2.1584329497484984,2.964092511513435,6.58588353889538,H,3.963859684478419,0.463750554018884,5.609169826138898,0.016557211622717918,C,7.033939328376749,H,6.576506646659415,4.200320700725359,2.519785834609265
910,1.7811569771738662,0.54757756331759,11.266325724551802,0.2882062936093619,6.95652284233087,0.7761620095644005,-0.45088063878765,0.196549937843232,B,1.2147995686360749,-0.36527082799857763,B,2.7110092153472456,5.027470297195756,4.20720164674873,C,1.0550494654265627,0.04969040475101911,4.781356528641258,0.12266133567687171,A,7.606828282968358,G,3.3855001071642965,-2.251099389302185,2.6663780923308265
911,-3.4764311858487864,0.1355633791033191,-0.7287984399361411,-1.144605885171707,7.352678912103737,-2.35265062620505,2.624012263545252,0.4710142111924458,A,-0.2278619845200964,0.013559323824350461,B,2.1860885395353704,5.026638970482787,5.7816322768364605,J,3.9968218925088976,0.21073819384558415,4.855577383238372,0.037018550070134854,C,7.115530563742793,N,6.481008596667152,-2.2453042125516505,2.841885923047586
912,8.01426847688342,0.8672881300077009,-0.9550152365656686,-2.626077613767416,-1.7891809946646031,-0.9048069931037824,1.1405680769763866,0.1022307217132211,B,0.19497857456391984,0.031021470829472673,D,2.4894949036398173,3.9391698346969846,4.528145415654388,B,6.010512935358738,0.13386365164481323,5.128598450233236,0.06378720021120012,C,7.317758345128596,H,5.312136228897971,5.977884904837152,2.0440407785902335
913,-0.45207563439456244,0.04955747845440851,-2.359766963571054,-0.9943959705265156,3.910508082995337,-1.0590376832280883,1.5044304797867893,1.6479764667115415,B,1.1215974811612441,1.1589278468120314,E,1.8306487481613791,3.997518721703842,6.588303955711649,J,2.0030372450576532,0.30836463844345147,5.369268526054788,0.013047711366558534,B,7.069484024971857,K,5.929970780415767,8.933725183458126,1.841767532000729
914,-0.6447872279102953,-1.3747773533894505,-0.868504646273289,-1.1842739964336413,5.423213715438688,-1.090239207485275,0.9909509524739775,0.2131119565406367,B,0.2562302348184699,-0.05392281524482517,D,2.8706917297121755,4.06885042370347,4.21448638526605,I,5.033003286731773,0.27653806095309025,4.760662523441809,0.05452864987730464,B,7.0916994603438,H,6.649825439539992,-3.3147761004779945,2.5708107195528327
915,-2.7031995627812395,-1.2629221285742622,4.611782482060292,-2.0098996188320353,7.2570722596960895,0.15252114374168907,-1.1432905569718839,0.38426740128444264,B,0.8438961203143134,0.6761385732701493,E,3.0988911492146514,5.038491085445053,4.393818170281908,E,2.023979388730894,0.06636018850244034,5.62473428840583,0.1525473287488942,A,7.527256632636127,A,4.442559039162009,-1.3248811732831842,3.722235117723275
916,5.631452125681131,0.7227844133920261,-2.2063567819264414,-0.6225735409646511,5.461396461089247,0.4660195831541046,0.23716244636916947,0.22008255512500896,A,-0.3979837113007173,0.5760729999959217,B,2.833567402492068,3.9921267406253533,5.729937138598525,C,5.016913544520552,0.09342707701712451,5.8005061290664255,0.19392426842239885,C,7.4542822934143524,K,3.7343765129131645,2.05714119369234,2.4998918108557637
917,-3.1880825783209277,0.7343337995899138,3.692995119925338,-0.028609688335953898,5.198124028814439,1.8313660001228205,0.496441331720438,0.21489817867478495,A,1.4292455146746834,0.30049195406909135,B,2.906328682081587,3.0264498378623723,6.3913083793344585,B,5.007717591190616,0.11008740268746907,5.350771720922819,0.02296862483776921,B,7.415506260765143,A,5.328074109759459,5.004329860550646,1.922464546846478
918,-0.045475367302817316,0.5268017898398145,-2.585178310777987,-0.6056484801595592,6.3383147658548324,-0.573560755282861,-0.2937273582001573,0.056270308176474625,A,0.16445443446464758,-0.5023768616050978,A,3.1224113000865765,1.9434155562044024,4.176626992448261,G,1.9518215730508162,0.0633032116525055,5.275653397215728,0.061500250503443946,C,7.524833130595551,F,4.15686160636284,-0.7048844123985872,3.5506712357569685
919,-0.8992270942905983,-0.9674222472612447,0.25109757602685934,-1.665051504928286,4.031974485438997,-0.9057057858130764,1.0902022930792408,0.1915752845315981,A,0.02594322848208656,-0.2184747868569369,D,2.923607528455386,3.017253547681222,5.836135480501082,J,2.966886789866594,0.1320510867792106,5.147767781414148,0.09799185063082616,C,7.349667788662841,H,3.7690191084566944,-1.9833305323769297,3.0007496937490297
920,-3.479054212244745,-0.1117220463133672,-3.372535647383896,-1.26995711675942,8.699565304394827,0.0870748916984196,0.8211048422883876,0.06507748312465285,B,1.069709635174567,0.3729064822344248,E,2.2471309055399056,2.978045083945602,6.591532960425803,E,3.954748521860604,0.24166332380561273,4.572205404179082,0.03329819349683824,B,7.121185401837469,H,6.1560105080802074,0.8229269427676734,2.039480323932322
921,1.5432068311859228,0.5940168403672662,0.23442790540367697,-1.28793999386483,3.950938340093406,0.8384171992450705,-0.789404394445964,0.013127066441159522,A,-0.407521438479173,-1.7774981687215325,B,3.5368417202782916,2.9904357621509523,4.031384860733824,B,4.981585073296868,0.002335096281215357,4.969070734145882,0.5209981213456816,A,7.917575100171045,H,3.182655008849369,1.2654825150583788,1.9287309493579046
922,-2.0930644708800608,-0.027502481619096263,0.7773319711603517,-2.9296708919587533,7.741570072049515,-1.2315999541900182,-1.3688002323318231,0.017494841603725136,A,-1.1047777089159223,-0.41933733589034883,B,3.7154920163936325,1.934827007951828,4.03116487492141,C,4.985105979281264,0.00809459481320038,5.581049267682878,0.2998196368045731,B,7.87220175641138,G,3.217855758863745,2.4282784298160993,1.984852116789911
923,-2.281133233828716,-0.8879285109396361,-2.1606950829535068,-2.988908604776575,0.21408155636819526,-1.7145467365876457,-0.8281589576008017,0.026060646946192034,B,-1.9650796071262107,-1.24147034333484,D,4.328331567721317,3.975397907715051,4.03201840205065,H,2.008909142894397,0.0058565294810676944,4.901647108392389,0.35810242533407594,C,7.897379249832915,M,3.203768631028801,-0.7893349917953716,2.1468404515223374
924,-1.7515858591295723,1.3517953399459752,-2.71868887430427,-1.961768977167555,0.7353554125225994,-1.6291280369283254,0.5776294207620969,0.06447065317988804,B,-0.8098882318128474,-2.204081288351195,A,2.7183624169588136,3.969645300036724,4.079709492966808,I,4.984611399158742,0.017504049044319545,4.567278219236187,0.18068578593962692,B,7.831540777730613,M,3.260217914546439,-1.571758455496904,2.5608882118025407
925,0.9572785107553134,1.6873835171002904,11.281005793980034,-1.736983013349927,6.974163774454978,0.5780741736716736,-1.073061484778748,0.29123301917790917,B,-0.3940761254470947,1.7975930315380575,B,2.867096427328417,4.997015369138367,5.510574810280036,A,6.042424885436534,0.13554126691779805,6.930405763320619,0.050228560183490124,C,7.350071705669604,K,5.0229357084073465,-1.9709916852001867,2.5488999997938313
926,4.432913938482867,-0.9233412036742523,-0.7867365659816344,-0.5458818591915777,2.063535298680624,-0.023285549974384232,1.972449270476131,0.8442115140027614,B,1.673543468894665,1.551487829098286,E,2.1734394673012787,5.00615701770811,6.9868566314085,H,4.9737226887308585,0.6438572252180328,5.459809553000241,0.0016413052408181196,C,7.014551312052145,C,7.0158036653703935,-3.358266772018054,1.8397176306645973
927,-2.9581419608702872,-1.702081512840132,-2.3739059128804034,0.3802363117370493,1.7456153991648886,0.828420750239619,-1.1288105604486096,0.04500766740854749,B,1.477509910323243,-0.29469722364164697,E,3.501422269891933,4.963439621204315,4.812510750795789,H,5.049457117788903,0.04340121570623035,5.8200139957221095,0.18061258341654782,C,7.695690024456128,B,3.3164751962166266,0.09040572020348686,3.3898171285803147
928,1.67042652759802,-0.09023447686900689,-3.42633085188945,-0.9023659523988282,6.427244587942707,0.7034277603332546,0.1837617284134003,0.4222168912313073,A,0.9256003119419359,0.6489552127332047,D,2.653569717157136,5.040464834434494,5.413984743385116,D,1.0339502196132209,0.14129568445416602,5.362136343072887,0.07348136580706648,A,7.354514792743992,H,5.646679704960916,-2.8180130140205777,1.8408471877210706
929,0.6391652669588835,2.446330388695134,-1.652614765228658,-1.5428737222415283,2.46182914220432,-0.3603388785561159,0.7786474403133444,0.03263479887580396,A,-1.2008026878676545,-0.24685804187112925,A,2.450355942443143,3.000406743957745,5.378017890548427,C,3.9686096235846535,0.07253582456475986,5.9058325769325615,0.16355163317904312,C,7.517562624473825,N,4.068333453769458,0.7097088051725946,4.153376521560897
930,-2.603044914029284,-1.9079670254274106,0.07660977573674332,-2.9719835439714832,6.585901759607479,-1.371739702495862,-1.4717563875372808,0.05127989776029535,B,-1.3085653285214474,-1.887181038815058,B,3.4630983499736403,3.0456271096388536,4.051064424869321,J,2.9664297696610378,0.032005288357854274,5.020374072001878,0.3719840657043036,A,7.702018057562075,B,3.7225003677919917,-2.3785497068678354,2.012981126519616
931,-2.6056428208734514,0.3909924490886924,0.12310292471855447,0.5653541642927431,3.022915099062182,0.8060361928545179,1.3409206345498463,0.5791676299086165,A,0.4555810686582973,-0.562511686396236,A,2.630810978429273,1.0581633169882068,4.375502760065923,J,5.093105281860755,0.21326245193454807,5.760219553993358,0.047718860350686086,A,7.193486546047973,L,5.339013197021028,-2.0602100938262375,1.9317942850624612
932,1.1887933709276188,0.3400504111849915,0.23186125686508202,0.5431400219860598,9.24079956760066,0.6857314592857813,-2.156431692416939,0.0128526355909185,B,-0.45952535878263157,-1.2175594412739346,A,3.0655826431950852,5.038873873944662,4.034073576218878,H,0.9579202362510163,0.009193186282651861,5.7530865585872375,0.7450011655187154,A,7.843389009928982,M,3.19512213137932,1.3680383469054933,1.858649851459732
933,4.101488752126248,1.597645358280125,-2.553823968988723,-2.4970240251285896,3.3894755815577784,-0.5699102386227555,0.8381911966361664,0.22219078778629023,B,-1.42735211173662,-0.749093309664449,A,2.8589638727921085,5.066793301659583,4.668157792059826,G,4.003374208579892,0.08030550561927934,5.204522065884636,0.07937101436609402,A,7.456571156452674,N,5.147167896063394,0.9980929003758983,2.132956912510458
934,-2.324165768206815,-0.132797013230442,-1.1072888354018744,-0.08678958485345767,6.110367690841566,1.0660385297991237,0.68638137084056,0.23772818645677865,B,0.8309599111333,0.9088033452561426,D,3.169051736513435,3.0461164913267735,5.690048605813109,E,1.9417677271878209,0.26032054887975764,5.548334294029426,0.00941021357689962,B,7.144477949227445,I,6.1827814391932545,-2.912583427765463,2.069308627653527
935,-3.270823839267159,0.5793439651616482,-3.418708554862089,-1.3413597170309015,6.405122635550479,1.917922199985536,-0.6667766558627163,0.005237275338366424,B,0.5722637498764336,-0.60336822101272,E,3.36683322932507,4.944330573528131,4.927563521647992,A,2.999036979502053,0.00731360484347913,4.621877322414899,0.22955719871086863,A,7.879472262533107,L,3.220974513808289,-1.0425352517149198,4.341783183690771
936,-0.01999778063168796,0.1334650679516984,-0.9211603927683879,-0.27666761076058344,5.865161014877608,1.6599083658628793,1.82729953423412,0.7820002718186858,B,0.45046880903122677,-0.1174902214114388,B,2.77268842492296,4.96735127104045,6.977320793858771,H,2.9799557148238027,0.2754441187638648,4.446161480277696,0.012454975846403704,A,7.114992007733775,I,6.021054433176702,-2.790406953063058,2.004015239392852
